Date,QQQ,VTI,VYM,IWM,SMDV,SPYG,IWF,VO,VBR,VOE,SPGP,REGL,IWV,XLF,XLE,XLK,XLV,XLY,XLI,XLP,XLU,XLC,SOXX,MOAT,ARKK,ARKG,ARKW,SDY,USMV,HDV,DIA,FDN,VIG,FPX,ITB,ITA,DES,XMLV,SPY,QTUM,TLT,IEF,SHY,BIL,AGG,LQD,HYG,MBB,PFF,GLD,SLV,DBC,USO,PICK,UUP,GDX,GDXJ,DBA
2005-10-31,,,,0.200000,,,,0.200000,0.200000,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-30,,,,,,,,0.200000,,,,,,0.200000,0.200000,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,,,,,,,0.200000,,,,,,,0.200000,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-01-31,,,,0.200000,,,,0.200000,,,,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-05-31,,,,0.200000,,,,0.200000,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-06-30,,,,0.200000,,,,0.200000,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-07-31,,,,,,,,,,,,,,0.200000,0.200000,,,,,,0.200000,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-08-31,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-09-30,,,,,,,,,,,,,,0.200000,,,,,0.200000,0.200000,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-10-31,,,,0.200000,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-11-30,,,,0.200000,,,,,0.200000,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2006-12-31,,,,,,,,,0.200000,,,,,0.200000,,,,,,,0.200000,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2007-01-31,,,,,,,,,,,,,,0.200000,,,,0.200000,,0.200000,0.200000,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-28,,,,,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,
2007-03-31,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-30,,,,,,,,,,,,,,,,,0.200000,,,0.200000,0.200000,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-31,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,0.200000,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,0.200000,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2007-07-31,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2007-08-31,0.200000,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,0.200000,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,,
2007-10-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,0.200000,,,0.200000,,
2007-11-30,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,,,
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,0.200000,,0.200000
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,0.200000,,,,,0.200000
2008-04-30,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,,,0.200000
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,0.200000,,,,,0.200000
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,0.200000,,0.200000,0.200000,,,,,
2008-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,0.200000,,,,,,,0.200000,,,
2008-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,0.200000,,,0.200000,,,,,,,,,,
2009-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,0.200000,,,,,,,0.200000,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,0.200000,,,0.200000,,0.200000,,,,,,,,
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,0.200000,,,0.200000,,,,,,,0.200000,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,0.200000,0.200000,,0.200000,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,0.200000,,0.200000,0.200000,,,,,,,
2009-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,0.200000,,0.200000,,,,,0.200000,,
2009-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,0.200000,,,0.200000,0.200000,,,,,0.200000,,
2009-11-30,0.200000,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,
2009-12-31,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,
2010-01-31,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,
2010-02-28,,,,,,,,,,0.200000,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,
2010-03-31,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,
2010-04-30,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,,,0.200000,,
2010-05-31,,,,,,,,,0.200000,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,,
2010-07-31,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,0.200000,,,,0.200000,0.200000,,,,,,,,,,,,,,0.200000,,,,,,,
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,0.200000,,
2010-09-30,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,,
2010-10-31,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,
2010-11-30,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,,,,0.200000,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,0.200000,
2011-01-31,,,,,,,,,,,,,,,0.200000,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,
2011-02-28,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,0.200000
2011-06-30,,,,,,,,0.200000,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,
2011-07-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,0.200000,
2011-08-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,0.200000,
2011-09-30,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,0.200000,,,,,,,
2011-10-31,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,0.200000,,,,,,,
2011-11-30,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,0.200000,,,,,,,
2011-12-31,,,,,,,,,,,,,,,,,0.200000,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,
2012-01-31,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,0.200000,0.200000,,,,,,,
2012-02-29,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,0.200000,,,,,,,,0.200000,,,,,,,,
2012-03-31,0.200000,,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,
2012-04-30,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,
2012-05-31,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,0.200000,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,
2012-07-31,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,0.200000,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,
2012-08-31,0.200000,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,
2012-10-31,,,,,,,,,,,,,,0.200000,,,0.200000,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,0.200000,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,
2013-04-30,,,,,,,,,,,,,,0.200000,,,0.200000,,,0.200000,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2013-11-30,,,,0.200000,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,0.200000,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,,,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,0.200000,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,0.200000,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,
2014-08-31,0.200000,,,,,,,,,,0.200000,,,,,0.200000,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,0.200000,,,,,,,,,,,,,,,0.200000,0.200000,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,0.200000,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,
2015-01-31,,,,,,,,,,,,,,,,,0.200000,,,0.200000,0.200000,,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,
2015-02-28,0.200000,,,,,,,,,,,,,,,,0.200000,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,
2015-03-31,0.200000,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,
2015-04-30,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,0.200000,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,
2015-06-30,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,
2015-07-31,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,,,
2015-09-30,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,0.200000,,,0.200000,,,,,,,,,,,,,,0.200000,,,
2015-10-31,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,,,
2015-12-31,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,
2016-01-31,,,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,0.200000,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,0.200000,
2016-04-30,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,0.200000,
2016-06-30,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,0.200000,0.200000,
2016-07-31,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,0.200000,
2016-08-31,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,0.200000,
2016-10-31,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,
2016-11-30,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,
2017-02-28,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,0.200000,
2017-04-30,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,0.200000,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,
2017-06-30,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,
2017-09-30,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,0.200000,,,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,
2018-09-30,,,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,
2018-11-30,,,,,,,,,,,,,,,,,0.200000,,,,,,,,0.200000,0.200000,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,
2019-01-31,,,,,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,
2019-02-28,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,,,,0.200000,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,0.200000,0.200000,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,0.200000,0.200000,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,,,0.200000,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,
2019-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,0.200000,,,,,0.200000,0.200000,
2019-09-30,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,0.200000,0.200000,
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,0.200000,0.200000,
2019-11-30,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,
2019-12-31,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,0.200000,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,
2020-01-31,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,
2020-02-29,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,
2020-03-31,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,0.200000,,,,,,,,
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,,0.200000,0.200000,
